"";"Author";"Comment";"Time";"NumberOfVotes";"Rate.Positive";"Rate.Negative";"Author.Parent";"NumberOfResponses";"LinkToResponses"
"548";"~Matilde";"Czyli jak: ma 60 lat majπc 3-7 lat? To jakiú nonsens. Co ty wypisujesz. Gdzie logikaka. Marsz do szko≥y";"14†sty†14†09:45";"Liczba g≥osÛw:1";"100%";"0%";"~ja:";"100%";"#mark"
"549";"~kik :";"niech majπ kiedy chcπ, czy teø kiedy im siÍ uda, ale... mia≥am kiedyú w klasie kolegÍ (mieliúmy po 17-18 lat), ktÛry by≥ w porÛwnaniu z nami ""stary"", wszyscy hulaliúmy na swÛj sposÛb, a on chcia≥, ale zwyczajnie nie potrafi≥ - emeryt!!! uøy≥ jak pies w studni - rÛøni≥ siÍ od nas bardzo i wcale nie na korzyúÊ,nieproporcjonalnie do wieku dojrza≥y i ostroøny, zgrzybia≥y przedwczeúnie - (i taki pozosta≥) - a rodzice: wtedy 65 i 67 lat - nic dobrego w tym wypadku nie wynik≥o z pÛünego rodzicielstwa !!! zapewne tak bywa czÍsto - starzy rodzice bywajπ nader czÍsto nadopiekuÒczy, czym krzywdzπ swoje dzieci !!!";"14†sty†14†09:44";"Liczba g≥osÛw:13";"23%";"76%";NA;"76%";"#mark"
"550";"~Klotylda";"Jaki matematyk! Z≥aü goúciu z tej strony. On jest dla delikatnych kobietek";"14†sty†14†09:43";"Liczba g≥osÛw:1";"100%";"0%";"~colt 1911:";"100%";"#mark"
"551";"~antek";"chyba ,øeú sensu niezrozumia≥ ... mia≥p byÊ gÛwniarzπ";"14†sty†14†09:43";"Liczba g≥osÛw:0";"0%";"0%";"k10001:";NA;NA
"552";"~aster967 :";"Bo majπ kasÍ... Ja muszÍ wyjechaÊ, øeby siÍ oøeniÊ, bo w tym úmiesznym kraju nie da siÍ øyÊ normalnie.";"14†sty†14†09:42";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"553";"~aga :";"Ilu dziadkÛw wychowuje wnuki?rodzice wyjeødøajπ za granice,o tym nikt nie pomyúli,zastÍpujπ idealnie rodzicÛw";"14†sty†14†09:42";"Liczba g≥osÛw:4";"100%";"0%";NA;"100%";"#mark"
"554";"~pola";"Tacy co im tylko imprezy w g≥owie? ale ty glupi(a)";"14†sty†14†09:41";"Liczba g≥osÛw:1";"100%";"0%";"~tokilaP:";"100%";"#mark"
"555";"~IA";"Jeúli to, co piszesz jest prawdπ, to to jest problem, a nie wiek Kalisza! Chociaø fakt faktem, tak pÛüne ojcostwo lekko mnie szokuje. MÛj tata w wieku 57 lat zosta≥, ale dziadkiem :P CÛø, kaødemu øycie uk≥ada siÍ inaczej. A wszystkim rodzicom, niezaleønie od ich wieku øyczÍ tylko jednego: øeby stanÍli na wysokoúci zadania.";"14†sty†14†09:41";"Liczba g≥osÛw:1";"100%";"0%";"~zuzka:";"100%";"#mark"
"556";"~wmzt 1119 :";"Oj ciezko bedzie doczekac sie wlasnych wnukow no ale coz poczac zycze powodzenia mimo tak glupich decyzji zyciowych wielu na tym zdziwaczalym obecnie swiecie.";"14†sty†14†09:38";"Liczba g≥osÛw:10";"20%";"80%";NA;"80%";"#mark"
"557";"~pola";"Nie twoja sprawa to raz a dwa to wazne zeby byl kochajacy!";"14†sty†14†09:37";"Liczba g≥osÛw:4";"100%";"0%";"~colt 1911:";"100%";"#mark"
"558";"~pola :";"Bardzo dobrze! GratulujÍ wszystkim. A jak czytam komentarze to mi rÍce opadajπ, ile to Polacy majπ w sobie jadu, jak chÍtnie ""rzucajπ kamieniami"" i osπdzajπ innych. Skoro starsi nie potrafiπ siÍ opiekowaÊ to ciekawe czemu m≥odzi rodzice wiecznie zostawiajπ swoje pociechy dziadkom. Ci ludzie majπ czas i pieniπdze na zajmowanie siÍ dzieckiem, a m≥odzi po 8h pracy nie majπ na nic si≥y, a co weekend zastanawiajπ siÍ komu by tu podrzuciÊ dziecko bo chcπ iúÊ na imprezÍ albo spotkaÊ siÍ ze znajomymi.";"14†sty†14†09:35";"Liczba g≥osÛw:315";"87%";"12%";NA;"87%";"#mark"
"559";"~julka :";"Ciekawe kogo Rysio wynajπ≥ do zap≥odnienia swojej partnerki bo on sam tego nie mÛg≥ tego zrobiÊ ze wzglÍdu na bardzo duøy brzuch.";"14†sty†14†09:35";"Liczba g≥osÛw:4";"25%";"75%";NA;"75%";"#mark"
"560";"~kasia :";"a co was to ludzie obchodzi sami kiedyú bÍdziecie starymi dziadami tyle,øe z g≥odowymi emeryturami..";"14†sty†14†09:33";"Liczba g≥osÛw:13";"92%";"7%";NA;"92%";"#mark"
"561";"~sad :";"WidaÊ same wspania≥e komentarze mi≥ujπce bliünich. To kto i kiedy chcÍ mieÊ dziecko to jego prywatna sprawa. NaprawdÍ myúlicie,øe Monica Bellucci siÍ przejmujÍ waszym ujadaniem? Dziecko tylko do czterdziestki? To hipokryzja z waszej strony,bo sami traktujecie dziecko jak hodowlÍ. Byle szybko uros≥o,posz≥o w úwiat, a wy bÍdziecie mieÊ spokÛj. Faktycznie macie racje!";"14†sty†14†09:33";"Liczba g≥osÛw:133";"83%";"16%";NA;"83%";"#mark"
"562";"~colt 1911 :";"56 lat zosta≥ ojcem........dziecko bÍdzie mia≥o 20 lat, On , jeúli wogÛle doøyje osiπgnie 76 lat.....to nie bÍdzie ojciec, to bÍdzie dziadziuú.....";"14†sty†14†09:32";"Liczba g≥osÛw:5";"20%";"80%";NA;"80%";"#mark"
"563";"~antek";"nie wola≥ym ojca 20 latka , ktÛry by rzuca≥ mnπ o úcianÍ";"14†sty†14†09:31";"Liczba g≥osÛw:9";"100%";"0%";"~ja:";"100%";"#mark"
"564";"~irys";"Nikt nic nie musi ani rodzice ani dzieci. Kaødy z nich moøe oddaÊ dziecko do domu dziecka a rodzicÛw do domu seniora. PiÍkne jest to øe jednym i drugim siÍ chce.";"14†sty†14†09:31";"Liczba g≥osÛw:28";"78%";"21%";"~to egoizm rodzicÛw:";"78%";"#mark"
"565";"~zuzka";"jednego chyba nie widzisz... ci ludzie majπ mnÛstwo kasy i sπ w stanie zapewniÊ swoim dzieciom dos≥ownie wszystko... wiÍc nie ma tu øadnego znaczenia czy stary kalisz siÍ zasapie czy nie , bo on zajmuje siÍ swoim ma≥ym jedynie przed obiektywem aparatu fotograficznego";"14†sty†14†09:30";"Liczba g≥osÛw:3";"100%";"0%";"~tokilaP:";"100%";"#mark"
"566";"~dym :";"po 40 on jest po 60 ktoú mu zrobil";"14†sty†14†09:26";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"567";"~mk";"i tak rodzπ sie plotki.zawiúÊ ludzka nie zna granic. a nawet to nie TwÛj interes";"14†sty†14†09:24";"Liczba g≥osÛw:10";"80%";"20%";"~Jadwiga ze wsi PO ciezkiej chorobie:";"80%";"#mark"
"568";"~Facet36";"Cel øyciowy: doczekaÊ wnukÛw! Hahahahah Masz ambicje, nie ma co....";"14†sty†14†09:23";"Liczba g≥osÛw:15";"80%";"20%";"~taka prawda:";"80%";"#mark"
"569";"~Facet36";"M≥odzi rodzice? Ci ktÛrzy harujπ na dwa etaty øeby w ogÛle koniec z koÒcem zwiπzaÊ? Ani tam mi≥oúci do dziecka, ani kasy na jego wychowanie.";"14†sty†14†09:22";"Liczba g≥osÛw:27";"81%";"18%";"~tokilaP:";"81%";"#mark"
"570";"~nn :";"sami zazdrosni dzis na forum, co to mieli dzieci wczesnie, nie korzystali z zycia a teraz juz za pozno, do grobu do grobu staruchy!! a mlode mamusie w wieku 40 lat maja wszystko co najlepsze a dziecko odmlodzi je o 20 lat wiec wychodzi na to samo tylko ze duuuzo lepiej!!!";"14†sty†14†09:22";"Liczba g≥osÛw:60";"70%";"30%";NA;"70%";"#mark"
"571";"k10001";"gÛwniarzOM";"14†sty†14†09:22";"Liczba g≥osÛw:3";"66%";"33%";"~antek:";"66%";"#mark"
"572";"~ojciec wilgiriusz :";"≥adny ten syneczek..od dyniog≥owego gratulujÍ";"14†sty†14†09:21";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"573";"~to egoizm rodzicÛw :";"A potem m≥ody cz≥owiek zamiast studiowaÊ, pracowaÊ, podrÛøowaÊ, zak≥adaÊ w≥asnπ rodzinÍ, musi zajmowaÊ siÍ starymi niedo≥Íønymi rodzicami. Zmarnowane øycie.";"14†sty†14†09:20";"Liczba g≥osÛw:71";"30%";"69%";NA;"69%";"#mark"
"574";"~ja";"chcia≥byú mieÊ ojca 60 letniego w wieku 3-7 lat hahaha";"14†sty†14†09:15";"Liczba g≥osÛw:7";"42%";"57%";"~antek:";"57%";"#mark"
"575";"~ja :";"tato zrÛb mi kogiel mogiel a on bez trzepaczki bo juø siÍ bÍdzie trzπs≥";"14†sty†14†09:14";"Liczba g≥osÛw:12";"16%";"83%";NA;"83%";"#mark"
"576";"~Jadwiga ze wsi PO ciezkiej chorobie :";"watpliwe czy ten kalisz to jest ojcem tego dziecka";"14†sty†14†09:03";"Liczba g≥osÛw:38";"55%";"44%";NA;"55%";"#mark"
"577";"~... :";"Piszmy otwarcie - to WPADKI babÊ i dziadkÛw.";"14†sty†14†09:02";"Liczba g≥osÛw:26";"50%";"50%";NA;"50%";"#mark"
"578";"~tokilaP :";"Ogromna g≥upota. Oni zrobili sobie zabawkÍ. Dziecko bÍdzie pozbawione dzieciÒstwa.BÍdzie siÍ rÛøni≥o od rÛwieúnikÛw z m≥odymi rodzicami-psychicznie .M≥odzi majπ si≥y bawiÊ siÍ z dzieÊmi , uczestniczyÊ w ich zabawach, Stary piernik Kalisz na spacerze siÍ zasapie i przyjdzie zaraz do domu siÍ przespaÊ bo siÍ zmÍczy≥. Do dzieci trzeba mieÊ duøo si≥ , dlatego dzieci powinni mieÊ m≥odzi rodzice.";"14†sty†14†09:00";"Liczba g≥osÛw:105";"36%";"63%";NA;"63%";"#mark"
"579";"~:/ :";"Wstyd, øeby w tym wieku nie wiedzieÊ co to antykoncepcja!";"14†sty†14†08:58";"Liczba g≥osÛw:52";"51%";"48%";NA;"51%";"#mark"
"580";"~zac :";"z dwojga z≥ego - lepsze pÛüne macierzyÒstwo, niø mieszanie kawy z mlekiem (jak Mariah C i inne pipy jej podobne).";"14†sty†14†08:56";"Liczba g≥osÛw:23";"34%";"65%";NA;"65%";"#mark"
"581";"~USA";"TO WLASNIE JEST WNUK RYSIA KALISZA.........""dziadziu, idziemy na lody"" ????";"14†sty†14†08:55";"Liczba g≥osÛw:13";"30%";"69%";"~taka prawda:";"69%";"#mark"
"582";"~antek :";"po co onet publikuje takie g≥upoty... po pierwsze to ich osobista sprawa a po drugie pÛüniej czytajπcym to gÛwniarzπ wydaje siÍ ,øe nie ma nic waøniejszego jak wiek rodzica";"14†sty†14†08:53";"Liczba g≥osÛw:46";"43%";"56%";NA;"56%";"#mark"
"583";"~matka natura :";"Dzieci rodzi siÍ w wieku 20-40 lat, reszta to patologia.";"14†sty†14†08:51";"Liczba g≥osÛw:112";"46%";"53%";NA;"53%";"#mark"
"584";"~taka prawda :";"stare dziady nie doczekajπ wnukÛw";"14†sty†14†08:50";"Liczba g≥osÛw:61";"55%";"44%";NA;"55%";"#mark"
"585";"~don juan :";"zdecydowali, to zwyk≥e wpadki by≥y nawiasem mÛwiπc";"14†sty†14†08:42";"Liczba g≥osÛw:55";"63%";"36%";NA;"63%";"#mark"
"586";"~drobiazgowy :";"Na zdjeciu nr 10 znajduje sie Jennifer Lopez..........";"10†sty†14†03:46";"Liczba g≥osÛw:10";"10%";"90%";NA;"90%";"#mark"
